"ensembl_gene_id","external_gene_name","description"
"ENSMUSG00000140713","Gm60828","predicted gene, 60828 [Source:MGI Symbol;Acc:MGI:7804701]"
"ENSMUSG00000123962","Gm59881","predicted gene, 59881 [Source:MGI Symbol;Acc:MGI:7802823]"
"ENSMUSG00000140748","Gm60829","predicted gene, 60829 [Source:MGI Symbol;Acc:MGI:7804703]"
"ENSMUSG00000050947","Amigo1","adhesion molecule with Ig like domain 1 [Source:MGI Symbol;Acc:MGI:2653612]"
"ENSMUSG00000140793","Gm60830","predicted gene, 60830 [Source:MGI Symbol;Acc:MGI:7804705]"
"ENSMUSG00000114362","4933433G19Rik","RIKEN cDNA 4933433G19 gene [Source:MGI Symbol;Acc:MGI:1918476]"
"ENSMUSG00000140872","Gm60831","predicted gene, 60831 [Source:MGI Symbol;Acc:MGI:7804707]"
"ENSMUSG00000140893","Gm33444","predicted gene, 33444 [Source:MGI Symbol;Acc:MGI:5592603]"
"ENSMUSG00000047641","Krt87","keratin 87 [Source:MGI Symbol;Acc:MGI:3665486]"
"ENSMUSG00000038530","Rgs4","regulator of G-protein signaling 4 [Source:MGI Symbol;Acc:MGI:108409]"
"ENSMUSG00000112163","Gm8188","predicted gene 8188 [Source:MGI Symbol;Acc:MGI:3646272]"
"ENSMUSG00000140900","Gm60839","predicted gene, 60839 [Source:MGI Symbol;Acc:MGI:7804723]"
"ENSMUSG00000112070","Gm47809","predicted gene, 47809 [Source:MGI Symbol;Acc:MGI:6096993]"
"ENSMUSG00000096940","Gm4755","predicted gene 4755 [Source:MGI Symbol;Acc:MGI:3779434]"
"ENSMUSG00000071151","Gm4799","predicted gene 4799 [Source:MGI Symbol;Acc:MGI:3648850]"
"ENSMUSG00000034612","Chst11","carbohydrate sulfotransferase 11 [Source:MGI Symbol;Acc:MGI:1927166]"
"ENSMUSG00000140929","Gm60846","predicted gene, 60846 [Source:MGI Symbol;Acc:MGI:7804737]"
"ENSMUSG00000092761","Mir5120","microRNA 5120 [Source:MGI Symbol;Acc:MGI:4950445]"
"ENSMUSG00000086211","Gm12462","predicted gene 12462 [Source:MGI Symbol;Acc:MGI:3650646]"
"ENSMUSG00000140941","Gm60847","predicted gene, 60847 [Source:MGI Symbol;Acc:MGI:7804739]"
"ENSMUSG00000141002","Gm60849","predicted gene, 60849 [Source:MGI Symbol;Acc:MGI:7804743]"
"ENSMUSG00000102880","4930517J16Rik","RIKEN cDNA 4930517J16 gene [Source:MGI Symbol;Acc:MGI:1921972]"
"ENSMUSG00000103995","5730488B01Rik","RIKEN cDNA 5730488B01 gene [Source:MGI Symbol;Acc:MGI:1917852]"
"ENSMUSG00000035649","Zcchc7","zinc finger, CCHC domain containing 7 [Source:MGI Symbol;Acc:MGI:2442912]"
"ENSMUSG00000112084","Gm10773","predicted gene 10773 [Source:MGI Symbol;Acc:MGI:3641797]"
"ENSMUSG00002075065","Gm56276","predicted gene, 56276 [Source:MGI Symbol;Acc:MGI:6849010]"
"ENSMUSG00000141027","Gm60858","predicted gene, 60858 [Source:MGI Symbol;Acc:MGI:7804761]"
"ENSMUSG00000034591","Slc41a2","solute carrier family 41, member 2 [Source:MGI Symbol;Acc:MGI:2442940]"
"ENSMUSG00000048796","Cyb561d1","cytochrome b-561 domain containing 1 [Source:MGI Symbol;Acc:MGI:1919273]"
"ENSMUSG00000141040","Gm60863","predicted gene, 60863 [Source:MGI Symbol;Acc:MGI:7804771]"
"ENSMUSG00000127597","Gm31989","predicted gene, 31989 [Source:MGI Symbol;Acc:MGI:5591148]"
"ENSMUSG00000115071","Gm49026","predicted gene, 49026 [Source:MGI Symbol;Acc:MGI:6118394]"
"ENSMUSG00000141056","Gm52000","predicted gene, 52000 [Source:MGI Symbol;Acc:MGI:6365959]"
"ENSMUSG00000094706","Gm10338","predicted gene 10338 [Source:MGI Symbol;Acc:MGI:3642676]"
"ENSMUSG00000119314","Gm22114","predicted gene, 22114 [Source:MGI Symbol;Acc:MGI:5451891]"
"ENSMUSG00000103110","Gm37586","predicted gene, 37586 [Source:MGI Symbol;Acc:MGI:5610814]"
"ENSMUSG00000123996","Gm59890","predicted gene, 59890 [Source:MGI Symbol;Acc:MGI:7802841]"
"ENSMUSG00000101930","Gm5441","predicted gene 5441 [Source:MGI Symbol;Acc:MGI:3779489]"
"ENSMUSG00000070532","Ccdc190","coiled-coil domain containing 190 [Source:MGI Symbol;Acc:MGI:1925715]"
"ENSMUSG00000124014","Gm59891","predicted gene, 59891 [Source:MGI Symbol;Acc:MGI:7802843]"
"ENSMUSG00000031807","Pgls","6-phosphogluconolactonase [Source:MGI Symbol;Acc:MGI:1913421]"
"ENSMUSG00000124024","Gm59892","predicted gene, 59892 [Source:MGI Symbol;Acc:MGI:7802845]"
"ENSMUSG00000071613","Gm10340","predicted gene 10340 [Source:MGI Symbol;Acc:MGI:3641969]"
"ENSMUSG00000124029","Gm59893","predicted gene, 59893 [Source:MGI Symbol;Acc:MGI:7802847]"
"ENSMUSG00000124052","Gm59894","predicted gene, 59894 [Source:MGI Symbol;Acc:MGI:7802849]"
"ENSMUSG00000127629","Gm41507","predicted gene, 41507 [Source:MGI Symbol;Acc:MGI:5624392]"
"ENSMUSG00000127639","Gm31901","predicted gene, 31901 [Source:MGI Symbol;Acc:MGI:5591060]"
"ENSMUSG00000113860","Gm45949","predicted gene, 45949 [Source:MGI Symbol;Acc:MGI:5825586]"
"ENSMUSG00000121126","Gm56554","predicted gene, 56554 [Source:MGI Symbol;Acc:MGI:7337022]"
"ENSMUSG00000127684","Gm53937","predicted gene, 53937 [Source:MGI Symbol;Acc:MGI:6722909]"
"ENSMUSG00000127709","Gm60018","predicted gene, 60018 [Source:MGI Symbol;Acc:MGI:7803091]"
"ENSMUSG00000141087","Gm60866","predicted gene, 60866 [Source:MGI Symbol;Acc:MGI:7804777]"
"ENSMUSG00000091193","Gm17333","predicted gene, 17333 [Source:MGI Symbol;Acc:MGI:4936967]"
"ENSMUSG00000045822","Zswim3","zinc finger SWIM-type containing 3 [Source:MGI Symbol;Acc:MGI:1914788]"
"ENSMUSG00000072738","Gm16440","predicted gene 16440 [Source:MGI Symbol;Acc:MGI:3647179]"
"ENSMUSG00000141094","Gm60869","predicted gene, 60869 [Source:MGI Symbol;Acc:MGI:7804783]"
"ENSMUSG00000127719","Gm36585","predicted gene, 36585 [Source:MGI Symbol;Acc:MGI:5595744]"
"ENSMUSG00000063971","Krt88","keratin 88 [Source:MGI Symbol;Acc:MGI:1913572]"
"ENSMUSG00000049235","Gm7324","predicted gene 7324 [Source:MGI Symbol;Acc:MGI:3646999]"
"ENSMUSG00000027188","Pamr1","peptidase domain containing associated with muscle regeneration 1 [Source:MGI Symbol;Acc:MGI:2445082]"
"ENSMUSG00000026675","Hsd17b7","hydroxysteroid (17-beta) dehydrogenase 7 [Source:MGI Symbol;Acc:MGI:1330808]"
"ENSMUSG00000091990","Gm9672","predicted gene 9672 [Source:MGI Symbol;Acc:MGI:3780080]"
"ENSMUSG00000000003","Pbsn","probasin [Source:MGI Symbol;Acc:MGI:1860484]"
"ENSMUSG00000141116","Gm60872","predicted gene, 60872 [Source:MGI Symbol;Acc:MGI:7804789]"
"ENSMUSG00000091216","Gm17208","predicted gene 17208 [Source:MGI Symbol;Acc:MGI:4938035]"
"ENSMUSG00000141122","Gm60874","predicted gene, 60874 [Source:MGI Symbol;Acc:MGI:7804793]"
"ENSMUSG00000141125","Gm60875","predicted gene, 60875 [Source:MGI Symbol;Acc:MGI:7804795]"
"ENSMUSG00000127727","Gm60027","predicted gene, 60027 [Source:MGI Symbol;Acc:MGI:7803109]"
"ENSMUSG00000141126","Gm52001","predicted gene, 52001 [Source:MGI Symbol;Acc:MGI:6365961]"
"ENSMUSG00000091718","Gm16506","predicted gene 16506 [Source:MGI Symbol;Acc:MGI:3641772]"
"ENSMUSG00000114800","Gm31600","predicted gene, 31600 [Source:MGI Symbol;Acc:MGI:5590759]"
"ENSMUSG00000096081","Gm21991","predicted gene 21991 [Source:MGI Symbol;Acc:MGI:5439460]"
"ENSMUSG00000127752","Gm60029","predicted gene, 60029 [Source:MGI Symbol;Acc:MGI:7803113]"
"ENSMUSG00000141142","Gm60876","predicted gene, 60876 [Source:MGI Symbol;Acc:MGI:7804797]"
"ENSMUSG00000072574","Gm17184","predicted gene 17184 [Source:MGI Symbol;Acc:MGI:4938011]"
"ENSMUSG00000067615","Krt81","keratin 81 [Source:MGI Symbol;Acc:MGI:1928858]"
"ENSMUSG00000072145","BC061237","cDNA sequence BC061237 [Source:MGI Symbol;Acc:MGI:2682320]"
"ENSMUSG00000141161","Gm60877","predicted gene, 60877 [Source:MGI Symbol;Acc:MGI:7804799]"
"ENSMUSG00000124143","Gm59908","predicted gene, 59908 [Source:MGI Symbol;Acc:MGI:7802877]"
"ENSMUSG00000127765","Gm32073","predicted gene, 32073 [Source:MGI Symbol;Acc:MGI:5591232]"
"ENSMUSG00000141193","Gm60878","predicted gene, 60878 [Source:MGI Symbol;Acc:MGI:7804801]"
"ENSMUSG00000124160","Gm59909","predicted gene, 59909 [Source:MGI Symbol;Acc:MGI:7802879]"
"ENSMUSG00000112577","Gm47170","predicted gene, 47170 [Source:MGI Symbol;Acc:MGI:6095950]"
"ENSMUSG00000141215","Gm60924","predicted gene, 60924 [Source:MGI Symbol;Acc:MGI:7804893]"
"ENSMUSG00000124165","Gm59910","predicted gene, 59910 [Source:MGI Symbol;Acc:MGI:7802881]"
"ENSMUSG00000020255","Nopchap1","NOP protein chaperone 1 [Source:MGI Symbol;Acc:MGI:106381]"
"ENSMUSG00000124182","Gm59914","predicted gene, 59914 [Source:MGI Symbol;Acc:MGI:7802889]"
"ENSMUSG00000124184","Gm32298","predicted gene, 32298 [Source:MGI Symbol;Acc:MGI:5591457]"
"ENSMUSG00000048997","Atxn7l2","ataxin 7-like 2 [Source:MGI Symbol;Acc:MGI:1919772]"
"ENSMUSG00000141231","Gm60927","predicted gene, 60927 [Source:MGI Symbol;Acc:MGI:7804899]"
"ENSMUSG00000141303","Gm60930","predicted gene, 60930 [Source:MGI Symbol;Acc:MGI:7804905]"
"ENSMUSG00000091429","Gm17093","predicted gene 17093 [Source:MGI Symbol;Acc:MGI:4937920]"
"ENSMUSG00000141327","Gm60932","predicted gene, 60932 [Source:MGI Symbol;Acc:MGI:7804909]"
"ENSMUSG00000141346","Gm60933","predicted gene, 60933 [Source:MGI Symbol;Acc:MGI:7804911]"
"ENSMUSG00000091466","Gm17183","predicted gene 17183 [Source:MGI Symbol;Acc:MGI:4938010]"
"ENSMUSG00000091140","Gm17124","predicted gene 17124 [Source:MGI Symbol;Acc:MGI:4937951]"
"ENSMUSG00000124192","Gm59917","predicted gene, 59917 [Source:MGI Symbol;Acc:MGI:7802895]"
"ENSMUSG00000127860","Gm60039","predicted gene, 60039 [Source:MGI Symbol;Acc:MGI:7803133]"
"ENSMUSG00000141386","Gm3596","predicted gene 3596 [Source:MGI Symbol;Acc:MGI:3781773]"
"ENSMUSG00000020256","Aldh1l2","aldehyde dehydrogenase 1 family, member L2 [Source:MGI Symbol;Acc:MGI:2444680]"
"ENSMUSG00000124225","Gm59918","predicted gene, 59918 [Source:MGI Symbol;Acc:MGI:7802897]"
"ENSMUSG00000095743","Gm17654","predicted gene, 17654 [Source:MGI Symbol;Acc:MGI:4937288]"
"ENSMUSG00000127865","Gm60040","predicted gene, 60040 [Source:MGI Symbol;Acc:MGI:7803135]"
"ENSMUSG00000022376","Adcy8","adenylate cyclase 8 [Source:MGI Symbol;Acc:MGI:1341110]"
"ENSMUSG00000124229","Gm59919","predicted gene, 59919 [Source:MGI Symbol;Acc:MGI:7802899]"
"ENSMUSG00000127938","Gm60045","predicted gene, 60045 [Source:MGI Symbol;Acc:MGI:7803143]"
"ENSMUSG00000094811","Gm21103","predicted gene, 21103 [Source:MGI Symbol;Acc:MGI:5434458]"
"ENSMUSG00000128006","Gm60048","predicted gene, 60048 [Source:MGI Symbol;Acc:MGI:7803149]"
"ENSMUSG00000141419","Gm60936","predicted gene, 60936 [Source:MGI Symbol;Acc:MGI:7804917]"
"ENSMUSG00000128030","Gm60050","predicted gene, 60050 [Source:MGI Symbol;Acc:MGI:7803153]"
"ENSMUSG00000082180","Gm12230","predicted gene 12230 [Source:MGI Symbol;Acc:MGI:3649746]"
"ENSMUSG00000141428","Gm60938","predicted gene, 60938 [Source:MGI Symbol;Acc:MGI:7804921]"
"ENSMUSG00000001588","Acap1","ArfGAP with coiled-coil, ankyrin repeat and PH domains 1 [Source:MGI Symbol;Acc:MGI:2388270]"
"ENSMUSG00000120333","Gm36587","predicted gene, 36587 [Source:MGI Symbol;Acc:MGI:5595746]"
"ENSMUSG00000141429","Gm60940","predicted gene, 60940 [Source:MGI Symbol;Acc:MGI:7804925]"
"ENSMUSG00000114821","Gm3509","predicted gene 3509 [Source:MGI Symbol;Acc:MGI:3781686]"
"ENSMUSG00000124243","Gm59930","predicted gene, 59930 [Source:MGI Symbol;Acc:MGI:7802919]"
"ENSMUSG00000091741","Gm17161","predicted gene 17161 [Source:MGI Symbol;Acc:MGI:4937988]"
"ENSMUSG00000124261","Gm59931","predicted gene, 59931 [Source:MGI Symbol;Acc:MGI:7802921]"
"ENSMUSG00000090333","Gm3025","predicted gene 3025 [Source:MGI Symbol;Acc:MGI:3781203]"
"ENSMUSG00002076239","Gm56271","predicted gene, 56271 [Source:MGI Symbol;Acc:MGI:6849000]"
"ENSMUSG00000079522","Gm14744","predicted gene 14744 [Source:MGI Symbol;Acc:MGI:3709306]"
"ENSMUSG00000095226","Gm10377","predicted gene 10377 [Source:MGI Symbol;Acc:MGI:3704431]"
"ENSMUSG00000035572","Dcaf10","DDB1 and CUL4 associated factor 10 [Source:MGI Symbol;Acc:MGI:2140179]"
"ENSMUSG00000141460","Gm60942","predicted gene, 60942 [Source:MGI Symbol;Acc:MGI:7804929]"
"ENSMUSG00000124262","Gm59932","predicted gene, 59932 [Source:MGI Symbol;Acc:MGI:7802923]"
"ENSMUSG00000043243","Niban3","niban apoptosis regulator 3 [Source:MGI Symbol;Acc:MGI:3686743]"
"ENSMUSG00000017764","Zswim1","zinc finger SWIM-type containing 1 [Source:MGI Symbol;Acc:MGI:1919221]"
"ENSMUSG00000124291","Gm59933","predicted gene, 59933 [Source:MGI Symbol;Acc:MGI:7802925]"
"ENSMUSG00000124340","Gm59934","predicted gene, 59934 [Source:MGI Symbol;Acc:MGI:7802927]"
"ENSMUSG00000124342","Gm59935","predicted gene, 59935 [Source:MGI Symbol;Acc:MGI:7802929]"
"ENSMUSG00000124346","Gm52070","predicted gene, 52070 [Source:MGI Symbol;Acc:MGI:6366079]"
"ENSMUSG00000094804","Gm21977","predicted gene 21977 [Source:MGI Symbol;Acc:MGI:5439446]"
"ENSMUSG00000112765","9430078K24Rik","RIKEN cDNA 9430078K24 gene [Source:MGI Symbol;Acc:MGI:1924540]"
"ENSMUSG00000091470","Gm17159","predicted gene 17159 [Source:MGI Symbol;Acc:MGI:4937986]"
"ENSMUSG00000124349","Gm59937","predicted gene, 59937 [Source:MGI Symbol;Acc:MGI:7802933]"
"ENSMUSG00000091146","Gm3077","predicted gene 3077 [Source:MGI Symbol;Acc:MGI:3781254]"
"ENSMUSG00000114852","Gm47189","predicted gene, 47189 [Source:MGI Symbol;Acc:MGI:6095980]"
"ENSMUSG00000114121","Gm47728","predicted gene, 47728 [Source:MGI Symbol;Acc:MGI:6096860]"
"ENSMUSG00000017767","Spata25","spermatogenesis associated 25 [Source:MGI Symbol;Acc:MGI:1922892]"
"ENSMUSG00000128037","Gm60055","predicted gene, 60055 [Source:MGI Symbol;Acc:MGI:7803163]"
"ENSMUSG00000030471","Zdhhc13","zinc finger, DHHC domain containing 13 [Source:MGI Symbol;Acc:MGI:1919227]"
"ENSMUSG00000021789","Sftpa1","surfactant associated protein A1 [Source:MGI Symbol;Acc:MGI:109518]"
"ENSMUSG00000128054","Gm60056","predicted gene, 60056 [Source:MGI Symbol;Acc:MGI:7803165]"
"ENSMUSG00000128073","Gm29908","predicted gene, 29908 [Source:MGI Symbol;Acc:MGI:5589067]"
"ENSMUSG00000128078","Gm60057","predicted gene, 60057 [Source:MGI Symbol;Acc:MGI:7803167]"
"ENSMUSG00000128150","Gm41501","predicted gene, 41501 [Source:MGI Symbol;Acc:MGI:5624386]"
"ENSMUSG00000044121","5430402E10Rik","RIKEN cDNA 5430402E10 gene [Source:MGI Symbol;Acc:MGI:1918601]"
"ENSMUSG00000128160","Gm60059","predicted gene, 60059 [Source:MGI Symbol;Acc:MGI:7803171]"
"ENSMUSG00000128217","Gm60061","predicted gene, 60061 [Source:MGI Symbol;Acc:MGI:7803175]"
"ENSMUSG00000124381","Gm16907","predicted gene, 16907 [Source:MGI Symbol;Acc:MGI:4439831]"
"ENSMUSG00000128222","Gm60063","predicted gene, 60063 [Source:MGI Symbol;Acc:MGI:7803179]"
"ENSMUSG00000124396","Gm59939","predicted gene, 59939 [Source:MGI Symbol;Acc:MGI:7802937]"
"ENSMUSG00000114185","Gm47662","predicted gene, 47662 [Source:MGI Symbol;Acc:MGI:6096750]"
"ENSMUSG00000128230","Gm60065","predicted gene, 60065 [Source:MGI Symbol;Acc:MGI:7803183]"
"ENSMUSG00000128240","Gm60066","predicted gene, 60066 [Source:MGI Symbol;Acc:MGI:7803185]"
"ENSMUSG00000060771","Tsga10","testis specific 10 [Source:MGI Symbol;Acc:MGI:2685063]"
"ENSMUSG00000128276","Gm60067","predicted gene, 60067 [Source:MGI Symbol;Acc:MGI:7803187]"
"ENSMUSG00000121609","Gm61266","predicted gene, 61266 [Source:MGI Symbol;Acc:MGI:7805577]"
"ENSMUSG00000082635","Gm14750","predicted gene 14750 [Source:MGI Symbol;Acc:MGI:3705827]"
"ENSMUSG00000128348","Gm60068","predicted gene, 60068 [Source:MGI Symbol;Acc:MGI:7803189]"
"ENSMUSG00000081781","Gm14753","predicted gene 14753 [Source:MGI Symbol;Acc:MGI:3705476]"
"ENSMUSG00000120089","Gm56594","predicted gene, 56594 [Source:MGI Symbol;Acc:MGI:7337102]"
"ENSMUSG00000080890","Gm16458","predicted pseudogene 16458 [Source:MGI Symbol;Acc:MGI:3644776]"
"ENSMUSG00000128473","Gm60076","predicted gene, 60076 [Source:MGI Symbol;Acc:MGI:7803205]"
"ENSMUSG00000024948","Map4k2","mitogen-activated protein kinase kinase kinase kinase 2 [Source:MGI Symbol;Acc:MGI:1346883]"
"ENSMUSG00000039873","Neurl2","neuralized E3 ubiquitin protein ligase 2 [Source:MGI Symbol;Acc:MGI:3043305]"
"ENSMUSG00000110016","Gm20751","predicted gene, 20751 [Source:MGI Symbol;Acc:MGI:5434107]"
"ENSMUSG00000128484","Gm60077","predicted gene, 60077 [Source:MGI Symbol;Acc:MGI:7803207]"
"ENSMUSG00000067684","Obp1a","odorant binding protein IA [Source:MGI Symbol;Acc:MGI:1277949]"
"ENSMUSG00000087568","Maats1os","MYCBP-associated, testis expressed 1, opposite strand [Source:MGI Symbol;Acc:MGI:3783093]"
"ENSMUSG00000128523","Gm36359","predicted gene, 36359 [Source:MGI Symbol;Acc:MGI:5595518]"
"ENSMUSG00000128561","Gm60084","predicted gene, 60084 [Source:MGI Symbol;Acc:MGI:7803221]"
"ENSMUSG00000026974","Zmynd19","zinc finger, MYND domain containing 19 [Source:MGI Symbol;Acc:MGI:1914437]"
"ENSMUSG00000107105","Gm15820","predicted gene 15820 [Source:MGI Symbol;Acc:MGI:3801941]"
"ENSMUSG00000128589","Gm60085","predicted gene, 60085 [Source:MGI Symbol;Acc:MGI:7803223]"
"ENSMUSG00000128599","Gm60086","predicted gene, 60086 [Source:MGI Symbol;Acc:MGI:7803225]"
"ENSMUSG00000128629","Gm60087","predicted gene, 60087 [Source:MGI Symbol;Acc:MGI:7803227]"
"ENSMUSG00000128675","Gm60089","predicted gene, 60089 [Source:MGI Symbol;Acc:MGI:7803231]"
"ENSMUSG00000106529","Gm18451","predicted gene, 18451 [Source:MGI Symbol;Acc:MGI:5010636]"
"ENSMUSG00000128699","Gm60096","predicted gene, 60096 [Source:MGI Symbol;Acc:MGI:7803245]"
"ENSMUSG00000128780","Gm60099","predicted gene, 60099 [Source:MGI Symbol;Acc:MGI:7803251]"
"ENSMUSG00000105143","Gm8069","predicted pseudogene 8069 [Source:MGI Symbol;Acc:MGI:3645115]"
"ENSMUSG00000128829","Gm60102","predicted gene, 60102 [Source:MGI Symbol;Acc:MGI:7803257]"
"ENSMUSG00000141521","Gm60949","predicted gene, 60949 [Source:MGI Symbol;Acc:MGI:7804943]"
"ENSMUSG00000128897","Gm30569","predicted gene, 30569 [Source:MGI Symbol;Acc:MGI:5589728]"
"ENSMUSG00000106126","Gm43781","predicted gene 43781 [Source:MGI Symbol;Acc:MGI:5663918]"
"ENSMUSG00000141535","Gm60951","predicted gene, 60951 [Source:MGI Symbol;Acc:MGI:7804947]"
"ENSMUSG00000128925","Gm60105","predicted gene, 60105 [Source:MGI Symbol;Acc:MGI:7803263]"
"ENSMUSG00000077507","Gm24235","predicted gene, 24235 [Source:MGI Symbol;Acc:MGI:5454012]"
"ENSMUSG00000141556","Gm60953","predicted gene, 60953 [Source:MGI Symbol;Acc:MGI:7804951]"
"ENSMUSG00000090257","Gm4524","predicted gene 4524 [Source:MGI Symbol;Acc:MGI:3782709]"
"ENSMUSG00000124420","Gm59947","predicted gene, 59947 [Source:MGI Symbol;Acc:MGI:7802953]"
"ENSMUSG00000106113","Gm43779","predicted gene 43779 [Source:MGI Symbol;Acc:MGI:5663916]"
"ENSMUSG00000065795","Gm25513","predicted gene, 25513 [Source:MGI Symbol;Acc:MGI:5455290]"
"ENSMUSG00000124454","Gm36181","predicted gene, 36181 [Source:MGI Symbol;Acc:MGI:5595340]"
"ENSMUSG00000113644","4930448C13Rik","RIKEN cDNA 4930448C13 gene [Source:MGI Symbol;Acc:MGI:1921222]"
"ENSMUSG00000105702","Gm43780","predicted gene 43780 [Source:MGI Symbol;Acc:MGI:5663917]"
"ENSMUSG00000114782","Gm7920","predicted gene 7920 [Source:MGI Symbol;Acc:MGI:3643409]"
"ENSMUSG00000105384","Gm43396","predicted gene 43396 [Source:MGI Symbol;Acc:MGI:5663533]"
"ENSMUSG00000116927","Gm30881","predicted gene, 30881 [Source:MGI Symbol;Acc:MGI:5590040]"
"ENSMUSG00000037780","Mbl1","mannose-binding lectin (protein A) 1 [Source:MGI Symbol;Acc:MGI:96923]"
"ENSMUSG00000105551","Gm43199","predicted gene 43199 [Source:MGI Symbol;Acc:MGI:5663336]"
"ENSMUSG00000124455","Gm59950","predicted gene, 59950 [Source:MGI Symbol;Acc:MGI:7802959]"
"ENSMUSG00000083902","Tent2-ps1","terminal nucleotidyltransferase 2,  pseudogene 1 [Source:MGI Symbol;Acc:MGI:3801944]"
"ENSMUSG00000124464","Gm46422","predicted gene, 46422 [Source:MGI Symbol;Acc:MGI:5826059]"
"ENSMUSG00000128980","Gm30012","predicted gene, 30012 [Source:MGI Symbol;Acc:MGI:5589171]"
"ENSMUSG00000124477","Gm40936","predicted gene, 40936 [Source:MGI Symbol;Acc:MGI:5623821]"
"ENSMUSG00000105186","Gm43778","predicted gene 43778 [Source:MGI Symbol;Acc:MGI:5663915]"
"ENSMUSG00000106335","Gm20223","predicted gene, 20223 [Source:MGI Symbol;Acc:MGI:5012408]"
"ENSMUSG00000114640","Gm48107","predicted gene, 48107 [Source:MGI Symbol;Acc:MGI:6097459]"
"ENSMUSG00000105678","Gm43705","predicted gene 43705 [Source:MGI Symbol;Acc:MGI:5663842]"
"ENSMUSG00000124501","Gm59953","predicted gene, 59953 [Source:MGI Symbol;Acc:MGI:7802965]"
"ENSMUSG00000105685","Gm43315","predicted gene 43315 [Source:MGI Symbol;Acc:MGI:5663452]"
"ENSMUSG00000124514","","novel transcript, antisense to RP23-149H21.1"
"ENSMUSG00000079521","Gm5938","predicted gene 5938 [Source:MGI Symbol;Acc:MGI:3648846]"
"ENSMUSG00000106326","Gm42977","predicted gene 42977 [Source:MGI Symbol;Acc:MGI:5663114]"
"ENSMUSG00000034807","Colgalt1","collagen beta(1-O)galactosyltransferase 1 [Source:MGI Symbol;Acc:MGI:1924348]"
"ENSMUSG00000129000","Gm60110","predicted gene, 60110 [Source:MGI Symbol;Acc:MGI:7803273]"
"ENSMUSG00000088734","Gm23896","predicted gene, 23896 [Source:MGI Symbol;Acc:MGI:5453673]"
"ENSMUSG00000072541","Gm5046","predicted gene 5046 [Source:MGI Symbol;Acc:MGI:3649048]"
"ENSMUSG00000088751","Gm24902","predicted gene, 24902 [Source:MGI Symbol;Acc:MGI:5454679]"
"ENSMUSG00000115677","Gm49241","predicted gene, 49241 [Source:MGI Symbol;Acc:MGI:6118709]"
"ENSMUSG00000129011","Gm60111","predicted gene, 60111 [Source:MGI Symbol;Acc:MGI:7803275]"
"ENSMUSG00000077333","Gm23015","predicted gene, 23015 [Source:MGI Symbol;Acc:MGI:5452792]"
"ENSMUSG00000104739","Gm3283","predicted gene 3283 [Source:MGI Symbol;Acc:MGI:3781461]"
"ENSMUSG00000116674","4930551I23Rik","RIKEN cDNA 4930551I23 gene [Source:MGI Symbol;Acc:MGI:1922564]"
"ENSMUSG00000023017","Asic1","acid-sensing ion channel 1 [Source:MGI Symbol;Acc:MGI:1194915]"
"ENSMUSG00000104560","Gm8115","predicted gene 8115 [Source:MGI Symbol;Acc:MGI:3648794]"
"ENSMUSG00000129051","Gm60113","predicted gene, 60113 [Source:MGI Symbol;Acc:MGI:7803279]"
"ENSMUSG00000045973","Slc25a51","solute carrier family 25, member 51 [Source:MGI Symbol;Acc:MGI:2684984]"
"ENSMUSG00000105291","Gm18901","predicted gene, 18901 [Source:MGI Symbol;Acc:MGI:5011086]"
"ENSMUSG00000129062","Gm60114","predicted gene, 60114 [Source:MGI Symbol;Acc:MGI:7803281]"
"ENSMUSG00000105693","Gm43706","predicted gene 43706 [Source:MGI Symbol;Acc:MGI:5663843]"
"ENSMUSG00000129102","Gm60115","predicted gene, 60115 [Source:MGI Symbol;Acc:MGI:7803283]"
"ENSMUSG00000104892","Gm6615","predicted gene 6615 [Source:MGI Symbol;Acc:MGI:3644221]"
