gene	logFC
CYB5B	2.81333707032188
LPAR3	2.81052822693611
MVK	2.80634631722273
OIP5	2.80424394509015
HMGB2	2.80323348283539
H4C4	2.80276702021584
PPIL1	2.80245886281824
GPAT3	2.80232598330685
DHCR24-DT	2.80066044754457
H2BC10	2.79921390684365
H2BP1	2.79902177263811
KRT19	2.79734905089195
TRG-GCC1-3	2.79668267445835
TRG-GCC1-1	2.79668267445835
H2AC14	2.79655951902204
FANCD2	2.79364590088196
SNORD88B	2.79363899226224
CCDC150	2.79263324172102
MMP14	2.79060998082567
LOC105378776	2.79059217879866
LOC105378936	2.78895884480361
SOD2-OT1	2.77288587026058
NHLRC1	2.77200443698994
H2BC18	2.76986305167581
PCK2	2.76843954908443
ALDH1L2	2.76514198460137
ABCC4	2.75428949719001
TIMM21	2.7532423040923
LINC02043	2.74959639116969
H2BP2	2.74893166058614
PGAM1	2.74829539555154
LOC105373559	2.74752034186641
C1orf131	2.74723076566477
GMNN	2.74217089724208
MGAM2	2.73825237288838
LOC107986453	2.7377409435698
LOC107984763	2.73650347968554
GPRIN1	2.73618852683081
RAB39A	2.73498618424422
C10orf88B	2.73418329812423
LOC100133286	2.7327619230932
GCLM	2.73000639590871
AUNIP	2.72632110357487
FFAR4	2.72617984004954
TUBG1	2.72460702030602
STON1-GTF2A1L	2.72440834502008
BPI	2.72395777077155
LOC105375878	2.72358694226078
MESP2	2.72077373643223
KCNE3	2.71957874260741
CSE1L	2.71915522230507
CCNE2	2.71892877870041
DSN1	2.71853421153369
NIF3L1	2.71717235177009
LOC101927267	2.71642855484017
ARMT1	2.71633911453094
PLK4	2.71530016652433
NCAPG2	2.71271813988289
HSPE1	2.70869123209371
CENPW	2.70563299176879
H4-16	2.70496527147295
GYPA	2.70279672346981
MRM2	2.70181161723345
ACOT4	2.70089644459321
SLC16A1	2.69841610499744
LOC105377077	2.69833522870827
ARHGEF39	2.69754550161885
LOC105377541	2.69313283118045
NDUFAF1	2.69295092987196
CTSG	2.6906043605844
H2AC13	2.69045720213851
CHCHD1	2.68915155748256
IGSF3	2.68898494358139
CDC25C	2.68887197756847
ICMT	2.68716517524988
SAC3D1	2.68678780962345
